time,wx (rad/s),wy (rad/s),wz (rad/s)
20.827,0.11,2.57,0.75
20.828,0.12,2.61,0.8
20.83,0.14,2.63,0.84
20.832,0.16,2.64,0.88
20.834,0.2,2.63,0.91
20.838,0.24,2.6,0.95
20.841,0.28,2.56,1
20.843,0.34,2.51,1.04
20.845,0.39,2.45,1.09
20.846,0.45,2.37,1.14
20.85,0.51,2.29,1.19
20.853,0.56,2.19,1.24
20.853,0.61,2.09,1.3
20.858,0.66,1.98,1.36
20.858,0.71,1.86,1.42
20.863,0.76,1.75,1.48
20.863,0.8,1.63,1.55
20.866,0.84,1.51,1.61
20.868,0.88,1.39,1.68
20.871,0.91,1.27,1.76
20.874,0.94,1.15,1.83
20.879,0.96,1.03,1.91
20.879,0.99,0.9,1.99
20.879,1.02,0.77,2.07
20.883,1.04,0.64,2.15
20.887,1.06,0.51,2.23
20.888,1.09,0.37,2.32
20.894,1.1,0.23,2.4
20.895,1.12,0.09,2.49
20.896,1.14,-0.05,2.57
20.898,1.15,-0.18,2.65
20.901,1.17,-0.32,2.72
20.901,1.18,-0.46,2.8
20.904,1.19,-0.6,2.87
20.918,1.2,-0.74,2.94
20.918,1.21,-0.87,3.01
20.919,1.23,-1,3.08
20.919,1.24,-1.13,3.15
20.919,1.25,-1.25,3.22
20.919,1.27,-1.37,3.28
20.923,1.29,-1.49,3.35
20.925,1.31,-1.6,3.41
20.925,1.33,-1.71,3.47
20.927,1.35,-1.82,3.53
20.931,1.37,-1.92,3.58
20.934,1.39,-2.01,3.62
20.937,1.41,-2.11,3.66
20.937,1.43,-2.2,3.7
20.941,1.45,-2.28,3.73
20.943,1.47,-2.35,3.76
20.946,1.49,-2.42,3.79
20.948,1.5,-2.48,3.81
20.95,1.52,-2.55,3.83
20.952,1.53,-2.6,3.85
20.957,1.55,-2.65,3.87
20.958,1.57,-2.7,3.89
20.96,1.58,-2.75,3.91
20.963,1.61,-2.78,3.93
20.964,1.63,-2.82,3.96
20.967,1.65,-2.84,3.99
20.971,1.68,-2.87,4.02
20.974,1.71,-2.88,4.06
20.975,1.75,-2.89,4.1
20.978,1.78,-2.89,4.15
20.978,1.83,-2.89,4.19
20.982,1.87,-2.88,4.24
20.985,1.91,-2.86,4.29
20.985,1.95,-2.84,4.34
20.988,1.99,-2.81,4.39
20.991,2.04,-2.78,4.44
20.994,2.08,-2.73,4.49
20.996,2.12,-2.69,4.54
20.997,2.15,-2.64,4.58
21,2.18,-2.59,4.63
21.003,2.21,-2.55,4.68
21.007,2.22,-2.5,4.73
21.008,2.24,-2.45,4.78
21.009,2.25,-2.4,4.82
21.012,2.25,-2.36,4.87
21.015,2.25,-2.32,4.92
21.019,2.25,-2.28,4.96
21.02,2.24,-2.26,5.01
21.021,2.23,-2.24,5.06
21.025,2.22,-2.23,5.11
21.026,2.21,-2.22,5.15
21.03,2.2,-2.22,5.2
21.032,2.19,-2.23,5.24
21.033,2.17,-2.24,5.28
21.036,2.17,-2.26,5.32
21.038,2.16,-2.29,5.36
21.046,2.15,-2.32,5.4
21.047,2.13,-2.36,5.43
21.047,2.12,-2.4,5.47
21.049,2.11,-2.46,5.5
21.05,2.1,-2.52,5.53
21.054,2.08,-2.58,5.55
21.076,2.06,-2.65,5.58
21.077,2.04,-2.74,5.59
21.078,2.02,-2.82,5.61
21.079,2,-2.92,5.61
21.079,1.98,-3.01,5.61
21.079,1.96,-3.12,5.61
21.08,1.93,-3.24,5.6
21.08,1.9,-3.35,5.59
21.08,1.87,-3.47,5.57
21.08,1.84,-3.59,5.54
21.081,1.81,-3.71,5.5
21.083,1.78,-3.82,5.46
21.084,1.75,-3.92,5.42
21.088,1.72,-4.02,5.37
21.091,1.69,-4.1,5.32
21.093,1.67,-4.17,5.26
21.095,1.65,-4.21,5.2
21.096,1.64,-4.26,5.14
21.099,1.62,-4.27,5.08
21.103,1.62,-4.28,5.02
21.105,1.61,-4.26,4.96
21.107,1.61,-4.24,4.9
21.109,1.61,-4.2,4.85
21.111,1.6,-4.15,4.79
21.115,1.59,-4.09,4.74
21.117,1.58,-4.03,4.69
21.118,1.56,-3.96,4.63
21.121,1.53,-3.9,4.57
21.124,1.48,-3.82,4.51
21.128,1.44,-3.74,4.45
21.13,1.37,-3.65,4.38
21.13,1.3,-3.56,4.3
21.133,1.22,-3.47,4.22
21.135,1.13,-3.37,4.13
21.144,1.04,-3.26,4.04
21.145,0.94,-3.16,3.94
21.145,0.85,-3.04,3.84
21.146,0.76,-2.93,3.73
21.154,0.66,-2.83,3.61
21.155,0.57,-2.72,3.49
21.155,0.47,-2.62,3.36
21.155,0.38,-2.52,3.23
21.169,0.28,-2.41,3.08
21.17,0.18,-2.29,2.93
21.171,0.09,-2.17,2.76
21.171,-0.01,-2.04,2.59
21.171,-0.1,-1.9,2.4
21.171,-0.18,-1.76,2.2
21.171,-0.27,-1.63,1.98
21.174,-0.34,-1.51,1.75
21.175,-0.41,-1.38,1.52
21.178,-0.47,-1.28,1.27
21.181,-0.52,-1.19,1.02
21.184,-0.57,-1.13,0.77
21.186,-0.61,-1.08,0.52
21.188,-0.64,-1.07,0.29
21.19,-0.67,-1.08,0.06
21.193,-0.7,-1.13,-0.16
21.195,-0.73,-1.2,-0.37
21.199,-0.76,-1.31,-0.57
21.201,-0.79,-1.44,-0.76
21.204,-0.83,-1.58,-0.95
21.205,-0.87,-1.74,-1.14
21.207,-0.92,-1.9,-1.32
21.211,-0.97,-2.05,-1.49
21.214,-1.03,-2.2,-1.66
21.214,-1.08,-2.33,-1.81
21.218,-1.14,-2.45,-1.96
21.22,-1.19,-2.57,-2.09
21.227,-1.24,-2.68,-2.21
21.228,-1.3,-2.79,-2.32
21.229,-1.34,-2.87,-2.4
21.229,-1.39,-2.95,-2.47
21.231,-1.43,-3.02,-2.52
21.235,-1.45,-3.07,-2.56
21.237,-1.47,-3.11,-2.58
21.238,-1.47,-3.13,-2.58
21.253,-1.47,-3.14,-2.57
21.254,-1.47,-3.13,-2.55
21.255,-1.45,-3.1,-2.51
21.255,-1.41,-3.04,-2.45
21.255,-1.35,-2.95,-2.37
21.255,-1.24,-2.82,-2.25
21.255,-1.07,-2.64,-2.09
21.261,-0.81,-2.37,-1.87
21.261,-0.43,-1.98,-1.58
21.263,0.11,-1.4,-1.19
21.265,0.83,-0.66,-0.7
21.268,1.54,0.08,-0.16
21.271,2.02,0.5,0.34
21.274,2.11,0.39,0.68
21.274,1.82,-0.19,0.8
21.277,1.2,-1.01,0.68
21.281,0.35,-1.74,0.33
21.283,-0.53,-2.23,-0.15
21.285,-1.21,-2.64,-0.63
21.287,-1.64,-3.03,-1.04
21.291,-1.86,-3.23,-1.36
21.291,-1.96,-3.26,-1.61
21.295,-2.01,-3.25,-1.84
21.298,-2.06,-3.29,-2.07
21.298,-2.15,-3.4,-2.3
21.302,-2.26,-3.56,-2.55
21.304,-2.37,-3.73,-2.81
21.307,-2.45,-3.85,-3.05
21.31,-2.48,-3.86,-3.25
21.311,-2.45,-3.76,-3.4
21.314,-2.36,-3.58,-3.47
21.316,-2.23,-3.37,-3.45
21.32,-2.07,-3.16,-3.34
21.322,-1.91,-2.97,-3.16
21.325,-1.77,-2.83,-2.94
21.325,-1.64,-2.75,-2.69
21.327,-1.54,-2.72,-2.45
21.332,-1.46,-2.74,-2.24
21.333,-1.38,-2.78,-2.06
21.335,-1.32,-2.8,-1.91
21.338,-1.26,-2.76,-1.8
21.341,-1.21,-2.64,-1.69
21.344,-1.16,-2.43,-1.59
21.347,-1.11,-2.14,-1.51
21.347,-1.08,-1.79,-1.4
21.35,-1.06,-1.39,-1.26
21.352,-1.05,-0.98,-1.12
21.36,-1.05,-0.58,-0.96
21.361,-1.04,-0.22,-0.81
21.361,-1.04,0.1,-0.67
21.361,-1.04,0.37,-0.55
21.364,-1.05,0.6,-0.44
21.368,-1.05,0.79,-0.35
21.37,-1.06,0.95,-0.26
21.371,-1.09,1.09,-0.18
21.394,-1.1,1.21,-0.12
21.394,-1.13,1.33,-0.06
21.395,-1.15,1.43,-0.02
21.395,-1.16,1.53,0.02
21.395,-1.17,1.61,0.05
21.395,-1.18,1.68,0.08
21.395,-1.17,1.72,0.1
21.395,-1.15,1.74,0.11
21.395,-1.13,1.74,0.12
21.395,-1.09,1.7,0.12
21.397,-1.03,1.63,0.11
21.4,-0.97,1.52,0.1
21.403,-0.91,1.37,0.08
21.405,-0.85,1.18,0.05
21.407,-0.79,0.94,0.02
21.41,-0.75,0.67,-0.02
21.411,-0.72,0.37,-0.06
21.417,-0.71,0.08,-0.1
21.419,-0.7,-0.18,-0.15
21.421,-0.72,-0.42,-0.2
21.424,-0.75,-0.59,-0.25
21.424,-0.78,-0.71,-0.32
21.427,-0.81,-0.77,-0.41
21.431,-0.83,-0.77,-0.52
21.433,-0.84,-0.73,-0.64
21.433,-0.84,-0.68,-0.77
21.436,-0.83,-0.64,-0.89
21.441,-0.8,-0.59,-0.99
21.442,-0.76,-0.57,-1.08
21.444,-0.72,-0.55,-1.14
21.446,-0.68,-0.54,-1.17
21.448,-0.64,-0.53,-1.18
21.452,-0.61,-0.53,-1.17
21.455,-0.58,-0.52,-1.13
21.455,-0.56,-0.5,-1.08
21.458,-0.54,-0.48,-1.02
21.46,-0.53,-0.44,-0.95
21.464,-0.54,-0.4,-0.88
21.467,-0.54,-0.35,-0.81
21.467,-0.54,-0.29,-0.74
21.471,-0.54,-0.23,-0.68
21.476,-0.55,-0.17,-0.62
21.476,-0.56,-0.1,-0.58
21.478,-0.57,-0.03,-0.54
21.48,-0.57,0.05,-0.5
21.482,-0.58,0.11,-0.48
21.484,-0.58,0.18,-0.45
21.488,-0.59,0.22,-0.43
21.494,-0.6,0.26,-0.41
21.495,-0.6,0.28,-0.39
21.495,-0.6,0.28,-0.38
21.496,-0.6,0.28,-0.37
21.499,-0.59,0.27,-0.37
21.501,-0.59,0.24,-0.38
21.502,-0.57,0.21,-0.39
21.518,-0.55,0.17,-0.41
21.519,-0.53,0.13,-0.43
21.52,-0.5,0.09,-0.46
21.52,-0.48,0.03,-0.49
21.52,-0.47,-0.03,-0.53
21.52,-0.47,-0.09,-0.57
21.52,-0.47,-0.15,-0.6
21.525,-0.47,-0.2,-0.63
21.526,-0.47,-0.24,-0.65
21.527,-0.47,-0.27,-0.66
21.53,-0.47,-0.3,-0.67
21.532,-0.47,-0.33,-0.67
21.537,-0.47,-0.36,-0.68
21.538,-0.47,-0.37,-0.69
21.54,-0.46,-0.39,-0.7
21.541,-0.46,-0.39,-0.71
21.544,-0.45,-0.39,-0.71
21.548,-0.44,-0.39,-0.71
21.551,-0.44,-0.38,-0.7
21.551,-0.43,-0.37,-0.69
21.554,-0.42,-0.34,-0.67
21.557,-0.43,-0.32,-0.65
21.56,-0.43,-0.3,-0.63
21.563,-0.43,-0.27,-0.6
21.563,-0.44,-0.24,-0.57
21.567,-0.45,-0.21,-0.55
21.57,-0.45,-0.18,-0.52
21.574,-0.45,-0.15,-0.49
21.575,-0.45,-0.11,-0.47
21.575,-0.44,-0.08,-0.45
21.579,-0.44,-0.06,-0.44
21.581,-0.44,-0.04,-0.42
21.584,-0.44,-0.02,-0.41
21.587,-0.44,0,-0.4
21.588,-0.44,0.01,-0.39
21.591,-0.44,0.01,-0.38
21.594,-0.44,0.02,-0.37
21.596,-0.44,0.02,-0.37
21.599,-0.44,0.01,-0.36
21.599,-0.43,0,-0.35
21.604,-0.43,0,-0.35
21.604,-0.43,-0.01,-0.35
21.609,-0.43,-0.02,-0.36
21.61,-0.42,-0.03,-0.36
21.611,-0.41,-0.04,-0.37
21.614,-0.41,-0.05,-0.38
21.617,-0.4,-0.07,-0.39
21.62,-0.4,-0.08,-0.4
21.622,-0.39,-0.09,-0.41
21.642,-0.39,-0.1,-0.42
21.642,-0.39,-0.11,-0.42
21.643,-0.39,-0.1,-0.43
21.643,-0.4,-0.1,-0.43
21.643,-0.41,-0.11,-0.43
21.643,-0.41,-0.12,-0.43
21.644,-0.41,-0.15,-0.41
21.644,-0.41,-0.19,-0.4
21.644,-0.4,-0.22,-0.38
21.647,-0.39,-0.23,-0.37
21.648,-0.38,-0.22,-0.35
21.65,-0.37,-0.21,-0.35
21.652,-0.36,-0.2,-0.34
21.656,-0.36,-0.19,-0.34
21.659,-0.36,-0.17,-0.35
21.659,-0.37,-0.15,-0.35
21.662,-0.37,-0.14,-0.35
21.665,-0.38,-0.13,-0.35
21.668,-0.39,-0.13,-0.35
21.671,-0.4,-0.13,-0.34
21.671,-0.41,-0.14,-0.33
21.69,-0.42,-0.15,-0.32
21.69,-0.42,-0.16,-0.31
21.691,-0.42,-0.17,-0.31
21.691,-0.43,-0.17,-0.3
21.691,-0.43,-0.18,-0.3
21.691,-0.43,-0.19,-0.3
21.691,-0.42,-0.19,-0.31
21.692,-0.42,-0.2,-0.31
21.694,-0.42,-0.2,-0.32
21.696,-0.42,-0.2,-0.33
21.698,-0.41,-0.2,-0.35
21.701,-0.41,-0.2,-0.36
21.704,-0.41,-0.19,-0.37
21.707,-0.41,-0.19,-0.39
21.707,-0.41,-0.18,-0.4
21.711,-0.42,-0.18,-0.41
21.713,-0.42,-0.18,-0.42
21.716,-0.43,-0.19,-0.43
21.719,-0.44,-0.21,-0.44
21.72,-0.45,-0.22,-0.46
21.726,-0.46,-0.23,-0.47
21.727,-0.48,-0.25,-0.49
21.728,-0.49,-0.27,-0.51
21.731,-0.49,-0.27,-0.53
21.731,-0.5,-0.28,-0.56
21.735,-0.49,-0.28,-0.58
21.737,-0.48,-0.28,-0.61
21.751,-0.48,-0.28,-0.63
21.752,-0.47,-0.27,-0.65
21.752,-0.46,-0.26,-0.67
21.753,-0.45,-0.25,-0.69
21.753,-0.44,-0.22,-0.72
21.753,-0.44,-0.2,-0.74
21.754,-0.43,-0.17,-0.76
21.757,-0.43,-0.14,-0.78
21.758,-0.44,-0.11,-0.8
21.761,-0.44,-0.08,-0.82
21.764,-0.45,-0.05,-0.84
21.767,-0.46,-0.02,-0.86
21.767,-0.47,0.02,-0.87
21.771,-0.48,0.05,-0.88
21.773,-0.48,0.09,-0.88
21.777,-0.48,0.12,-0.89
21.779,-0.48,0.15,-0.89
21.779,-0.47,0.17,-0.9
21.783,-0.46,0.21,-0.9
21.789,-0.45,0.24,-0.9
21.789,-0.44,0.27,-0.9
21.791,-0.45,0.3,-0.91
21.792,-0.45,0.33,-0.92
21.795,-0.46,0.35,-0.94
21.798,-0.47,0.36,-0.96
21.801,-0.48,0.37,-0.98
21.804,-0.48,0.37,-1.01
21.804,-0.48,0.37,-1.04
21.809,-0.48,0.36,-1.07
21.809,-0.47,0.34,-1.1
21.813,-0.46,0.33,-1.13
21.816,-0.45,0.3,-1.16
21.816,-0.44,0.29,-1.19
21.822,-0.43,0.26,-1.22
21.822,-0.42,0.24,-1.25
21.827,-0.41,0.2,-1.29
21.828,-0.41,0.17,-1.32
21.828,-0.39,0.14,-1.35
21.83,-0.39,0.11,-1.37
21.833,-0.38,0.09,-1.4
21.836,-0.38,0.07,-1.42
21.849,-0.37,0.05,-1.44
21.85,-0.37,0.05,-1.46
21.85,-0.36,0.04,-1.47
21.851,-0.35,0.04,-1.48
21.851,-0.33,0.03,-1.49
21.851,-0.32,0.03,-1.5
21.851,-0.3,0.03,-1.51
21.854,-0.29,0.03,-1.52
21.858,-0.28,0.02,-1.53
21.859,-0.27,0.02,-1.54
21.862,-0.26,0.02,-1.56
21.863,-0.26,0.02,-1.57
21.866,-0.25,0.02,-1.59
21.869,-0.25,0.02,-1.61
21.873,-0.24,0.01,-1.63
21.875,-0.24,0.01,-1.64
21.876,-0.23,0.01,-1.65
21.878,-0.22,0.01,-1.66
21.888,-0.21,0.02,-1.66
21.888,-0.2,0.02,-1.66
21.888,-0.19,0.03,-1.65
21.888,-0.18,0.04,-1.65
21.89,-0.17,0.04,-1.64
21.893,-0.16,0.04,-1.64
21.896,-0.15,0.02,-1.64
21.899,-0.16,0,-1.65
21.9,-0.16,-0.03,-1.66
21.902,-0.16,-0.06,-1.67
21.905,-0.16,-0.08,-1.68
21.908,-0.15,-0.1,-1.69
21.912,-0.12,-0.12,-1.7
21.912,-0.09,-0.14,-1.71
21.915,-0.07,-0.16,-1.72
21.917,-0.05,-0.17,-1.73
21.92,-0.03,-0.19,-1.75
21.923,-0.03,-0.21,-1.76
21.924,-0.03,-0.22,-1.77
21.927,-0.03,-0.23,-1.78
21.93,-0.03,-0.24,-1.8
21.933,-0.03,-0.24,-1.81
21.935,-0.03,-0.25,-1.83
21.937,-0.03,-0.24,-1.84
21.942,-0.03,-0.23,-1.86
21.942,-0.04,-0.19,-1.87
21.945,-0.04,-0.15,-1.89
21.946,-0.06,-0.09,-1.9
21.949,-0.08,-0.02,-1.92
21.95,-0.09,0.05,-1.93
21.954,-0.11,0.11,-1.95
21.966,-0.12,0.18,-1.97
21.966,-0.12,0.24,-1.99
21.966,-0.13,0.29,-2.02
21.967,-0.13,0.35,-2.04
21.967,-0.13,0.4,-2.07
21.968,-0.12,0.45,-2.09
21.971,-0.11,0.5,-2.11
21.973,-0.1,0.54,-2.13
21.975,-0.1,0.58,-2.15
21.977,-0.09,0.6,-2.17
21.981,-0.09,0.63,-2.19
21.983,-0.08,0.65,-2.21
21.985,-0.06,0.68,-2.23
21.987,-0.05,0.7,-2.25
21.99,-0.03,0.73,-2.27
21.994,-0.01,0.75,-2.28
21.996,0,0.77,-2.3
21.997,0.01,0.8,-2.31
22,0.02,0.84,-2.32
22.002,0.01,0.87,-2.34
22.005,0.01,0.91,-2.35
22.007,0.01,0.95,-2.35
22.008,0.01,0.99,-2.36
22.011,0.01,1.03,-2.37
22.014,0.02,1.08,-2.37
22.017,0.02,1.12,-2.38
22.019,0.03,1.17,-2.4
22.021,0.04,1.21,-2.42
22.024,0.05,1.25,-2.45
22.026,0.06,1.29,-2.5
22.03,0.06,1.31,-2.57
22.032,0.06,1.31,-2.65
22.033,0.05,1.28,-2.74
22.036,0.03,1.23,-2.84
22.038,0.01,1.15,-2.95
22.045,-0.02,1.04,-3.07
22.045,-0.06,0.89,-3.18
22.046,-0.1,0.71,-3.28
22.048,-0.15,0.52,-3.36
22.051,-0.18,0.31,-3.43
22.054,-0.22,0.11,-3.48
22.054,-0.25,-0.09,-3.51
22.069,-0.27,-0.28,-3.53
22.07,-0.29,-0.46,-3.53
22.071,-0.31,-0.63,-3.52
22.071,-0.32,-0.78,-3.51
22.071,-0.32,-0.89,-3.49
22.071,-0.31,-0.98,-3.46
22.072,-0.3,-1.03,-3.43
22.075,-0.28,-1.06,-3.39
22.077,-0.26,-1.05,-3.35
22.079,-0.24,-1.03,-3.31
22.081,-0.22,-0.98,-3.27
22.083,-0.22,-0.93,-3.23
22.086,-0.21,-0.87,-3.18
22.09,-0.22,-0.8,-3.14
22.091,-0.23,-0.72,-3.08
22.096,-0.25,-0.64,-3.03
22.096,-0.28,-0.57,-2.97
22.1,-0.3,-0.49,-2.9
22.1,-0.33,-0.43,-2.84
22.103,-0.36,-0.38,-2.77
22.107,-0.39,-0.32,-2.7
22.107,-0.41,-0.26,-2.62
22.111,-0.43,-0.2,-2.54
22.112,-0.45,-0.14,-2.45
22.115,-0.47,-0.08,-2.35
22.117,-0.5,-0.02,-2.25
22.12,-0.52,0.05,-2.15
22.123,-0.53,0.13,-2.03
22.125,-0.54,0.21,-1.9
22.128,-0.53,0.3,-1.76
22.129,-0.51,0.38,-1.62
22.132,-0.49,0.47,-1.47
22.135,-0.46,0.54,-1.31
22.137,-0.41,0.6,-1.16
22.139,-0.35,0.66,-1
22.141,-0.29,0.69,-0.85
22.143,-0.22,0.72,-0.7
22.148,-0.14,0.74,-0.56
22.15,-0.05,0.75,-0.42
22.152,0.03,0.76,-0.3
22.153,0.1,0.76,-0.18
22.155,0.18,0.76,-0.07
22.161,0.25,0.77,0.03
22.161,0.32,0.78,0.13
22.163,0.38,0.78,0.22
22.165,0.42,0.79,0.3
22.167,0.47,0.8,0.37
22.171,0.5,0.8,0.44
22.19,0.53,0.81,0.51
22.191,0.56,0.81,0.56
22.191,0.58,0.79,0.62
22.191,0.59,0.77,0.66
22.191,0.6,0.74,0.71
22.191,0.61,0.7,0.75
22.191,0.6,0.65,0.79
22.191,0.6,0.58,0.84
22.191,0.6,0.51,0.89
22.195,0.59,0.44,0.94
22.197,0.58,0.35,0.99
22.2,0.58,0.26,1.06
22.201,0.58,0.17,1.13
22.204,0.58,0.08,1.2
22.207,0.59,-0.01,1.27
22.21,0.59,-0.11,1.35
22.212,0.6,-0.2,1.43
22.213,0.62,-0.29,1.51
22.216,0.64,-0.38,1.59
22.22,0.66,-0.47,1.67
22.224,0.68,-0.55,1.76
22.225,0.71,-0.63,1.85
22.225,0.74,-0.7,1.94
22.228,0.77,-0.76,2.03
22.232,0.8,-0.81,2.13
22.234,0.84,-0.87,2.23
22.238,0.88,-0.92,2.33
22.238,0.92,-0.97,2.43
22.241,0.96,-1.03,2.52
22.244,1.01,-1.08,2.61
22.246,1.05,-1.13,2.7
22.248,1.09,-1.19,2.79
22.249,1.14,-1.24,2.86
22.252,1.18,-1.3,2.93
22.26,1.22,-1.35,2.99
22.26,1.26,-1.4,3.06
22.261,1.29,-1.45,3.11
22.262,1.32,-1.5,3.16
22.264,1.35,-1.54,3.21
22.268,1.37,-1.58,3.26
22.27,1.4,-1.62,3.31
22.271,1.42,-1.66,3.35
22.283,1.44,-1.69,3.4
22.284,1.47,-1.72,3.45
22.284,1.49,-1.75,3.5
22.284,1.51,-1.78,3.55
22.284,1.53,-1.82,3.6
22.285,1.56,-1.85,3.66
22.287,1.58,-1.89,3.71
22.292,1.6,-1.92,3.76
22.293,1.63,-1.95,3.82
22.295,1.65,-1.98,3.87
22.297,1.67,-1.99,3.93
22.301,1.69,-2.01,3.98
22.304,1.71,-2.02,4.04
22.307,1.73,-2.02,4.09
22.307,1.75,-2.03,4.14
22.31,1.77,-2.03,4.18
22.311,1.79,-2.04,4.22
22.316,1.8,-2.04,4.26
22.318,1.81,-2.04,4.29
22.32,1.82,-2.03,4.33
22.324,1.83,-2.02,4.36
22.324,1.84,-2,4.4
22.328,1.84,-1.98,4.45
22.33,1.85,-1.95,4.49
22.331,1.86,-1.92,4.54
22.334,1.87,-1.9,4.58
22.337,1.87,-1.87,4.63
22.344,1.88,-1.84,4.68
22.344,1.89,-1.82,4.73
22.345,1.9,-1.8,4.78
22.346,1.9,-1.78,4.83
22.349,1.9,-1.76,4.87
22.352,1.91,-1.73,4.92
22.355,1.91,-1.72,4.97
22.356,1.91,-1.7,5.01
22.359,1.91,-1.68,5.06
22.36,1.91,-1.66,5.11
22.365,1.9,-1.65,5.15
22.368,1.89,-1.64,5.19
22.368,1.88,-1.63,5.23
22.37,1.88,-1.63,5.27
22.375,1.87,-1.63,5.31
22.376,1.86,-1.64,5.34
22.38,1.85,-1.65,5.37
22.381,1.84,-1.67,5.41
22.382,1.83,-1.68,5.44
22.384,1.82,-1.7,5.47
22.388,1.8,-1.73,5.5
22.397,1.79,-1.76,5.53
22.397,1.78,-1.79,5.56
22.398,1.77,-1.83,5.59
22.398,1.75,-1.87,5.62
22.399,1.74,-1.91,5.65
22.401,1.72,-1.95,5.67
22.403,1.7,-2,5.7
22.425,1.68,-2.05,5.72
22.426,1.65,-2.1,5.73
22.426,1.63,-2.15,5.75
22.426,1.6,-2.19,5.76
22.426,1.56,-2.23,5.76
22.426,1.53,-2.26,5.76
22.427,1.5,-2.29,5.77
22.427,1.47,-2.31,5.76
22.427,1.44,-2.32,5.76
22.427,1.41,-2.34,5.75
22.429,1.38,-2.35,5.75
22.432,1.36,-2.35,5.74
22.437,1.33,-2.36,5.73
22.438,1.31,-2.36,5.72
22.441,1.29,-2.36,5.7
22.441,1.27,-2.36,5.68
22.445,1.26,-2.35,5.66
22.448,1.24,-2.34,5.63
22.45,1.22,-2.32,5.59
22.451,1.2,-2.28,5.55
22.454,1.18,-2.23,5.5
22.457,1.17,-2.16,5.44
22.461,1.16,-2.07,5.37
22.462,1.15,-1.98,5.31
22.464,1.14,-1.88,5.23
22.466,1.14,-1.78,5.15
22.469,1.14,-1.67,5.06
22.474,1.14,-1.57,4.97
22.476,1.14,-1.47,4.86
22.477,1.13,-1.37,4.75
22.478,1.13,-1.28,4.62
22.481,1.11,-1.18,4.48
22.485,1.09,-1.08,4.34
22.487,1.05,-0.98,4.19
22.489,1,-0.88,4.02
22.491,0.93,-0.78,3.85
22.493,0.85,-0.68,3.67
22.496,0.76,-0.57,3.47
22.499,0.67,-0.47,3.27
22.501,0.56,-0.35,3.04
22.503,0.45,-0.23,2.81
22.505,0.35,-0.1,2.56
22.509,0.25,0.03,2.29
22.51,0.16,0.16,2
22.514,0.08,0.28,1.7
22.514,0.01,0.38,1.39
22.517,-0.04,0.46,1.08
22.521,-0.07,0.5,0.76
22.525,-0.09,0.52,0.44
22.526,-0.1,0.52,0.14
22.526,-0.11,0.5,-0.15
22.529,-0.11,0.46,-0.42
22.534,-0.14,0.42,-0.67
22.535,-0.16,0.35,-0.91
22.535,-0.2,0.27,-1.14
22.538,-0.26,0.2,-1.36
22.544,-0.32,0.12,-1.57
22.545,-0.4,0.04,-1.77
22.547,-0.49,-0.04,-1.97
22.548,-0.57,-0.12,-2.18
22.55,-0.65,-0.2,-2.37
22.553,-0.72,-0.29,-2.55
22.556,-0.78,-0.38,-2.72
22.558,-0.83,-0.48,-2.87
22.561,-0.87,-0.57,-3.01
22.562,-0.89,-0.65,-3.13
22.564,-0.91,-0.72,-3.22
22.569,-0.91,-0.77,-3.3
22.571,-0.91,-0.8,-3.36
22.573,-0.91,-0.81,-3.4
22.574,-0.9,-0.79,-3.42
22.577,-0.89,-0.76,-3.42
22.581,-0.88,-0.71,-3.38
22.583,-0.86,-0.64,-3.32
22.584,-0.83,-0.54,-3.21
22.587,-0.78,-0.41,-3.03
22.591,-0.71,-0.22,-2.78
22.592,-0.57,0.07,-2.45
22.595,-0.36,0.5,-2.02
22.597,-0.06,1.08,-1.49
22.599,0.25,1.69,-0.92
22.601,0.49,2.14,-0.38
22.605,0.63,2.27,0.02
22.607,0.69,2.05,0.21
22.61,0.69,1.59,0.19
22.61,0.6,1.03,-0.01
22.614,0.37,0.54,-0.35
22.617,0,0.19,-0.81
22.62,-0.48,0,-1.31
22.62,-0.94,-0.1,-1.8
22.624,-1.29,-0.16,-2.21
22.626,-1.52,-0.19,-2.53
22.63,-1.67,-0.22,-2.79
22.631,-1.76,-0.31,-3.02
22.633,-1.82,-0.49,-3.24
22.635,-1.87,-0.76,-3.47
22.637,-1.91,-1.08,-3.68
22.641,-1.94,-1.41,-3.86
22.642,-1.97,-1.7,-3.99
22.644,-1.97,-1.92,-4.05
22.647,-1.95,-2.05,-4.03
22.648,-1.89,-2.08,-3.93
22.652,-1.8,-2.05,-3.77
22.662,-1.69,-2.01,-3.56
22.662,-1.58,-1.99,-3.34
22.663,-1.47,-2.03,-3.13
22.664,-1.38,-2.17,-2.94
22.664,-1.3,-2.36,-2.79
22.668,-1.23,-2.59,-2.68
22.67,-1.16,-2.82,-2.6
22.67,-1.11,-3.01,-2.54
22.688,-1.08,-3.16,-2.49
22.689,-1.06,-3.26,-2.43
22.689,-1.05,-3.29,-2.34
22.689,-1.03,-3.25,-2.24
22.689,-1.01,-3.16,-2.11
22.69,-0.98,-3.03,-1.97
22.69,-0.93,-2.85,-1.82
22.691,-0.87,-2.64,-1.68
22.692,-0.8,-2.43,-1.54
22.695,-0.74,-2.22,-1.43
22.697,-0.7,-2.02,-1.34
22.701,-0.67,-1.83,-1.28
22.703,-0.67,-1.64,-1.24
22.705,-0.68,-1.44,-1.22
22.71,-0.72,-1.23,-1.21
22.711,-0.75,-0.99,-1.21
